Name,Sips Url,Cocktails,Wine,Beer,Half-Priced Appetizers,RW Url,Details,Deals Offered,Deal Website,Open Table Link,Address,Latitude,Longitude,Website,Categories,Price,Review Count,Photo,Sips Participant,Restaurant Week Participant,Takes Reservations,Offers Delivery,Offers Takeout,Vegan Options,Many Vegetarian Options,Accepts Credit Cards,Accepts Android Pay,Accepts Apple Pay,Accepts Cryptocurrency,Outdoor Seating,Trendy,Classy,Moderate Noise,Casual Dress,Offers Catering,Good for Dinner,Street Parking,Validated Parking,Free Wi-Fi,Happy Hour Specials,Full Bar,TV,Gender-neutral restrooms,Good For Kids,Bike Parking,Neighborhoods,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Casual,Good for Lunch,Dinner,Waiter Service,Best nights on Thursday,Best nights on Friday,Best nights on Saturday,Pool Table,Wi-Fi,Dogs Allowed,Wheelchair Accessible,Heated Outdoor Seating,Private Dining,Happy Hour,Smoking,Covered Outdoor Seating,Reservations,Quiet,Valet Parking,Good For Dancing,Good For Working,Dogs Not Allowed,Takeout,Delivery,Limited Vegetarian Options,Good for Brunch,Garage Parking,Loud,Late Night,Plastic-free packaging,Provides reusable tableware,Walk-ins Welcome,Intimate,Romantic,Upscale,Private Lot Parking,Smoking Outside Only,Offers Military Discount,Open to All,Pescatarian Options,Best nights on Wednesday,Dressy,Keto Options,Drive-Thru,Not Wheelchair Accessible,Good for Breakfast,Lunch,Beer and Wine Only,Best nights on Monday,Best nights on Tuesday,Good For Groups,Good for Late Night,Best nights on Sunday,Dessert,Live Music,Hipster,Alcohol,Women-owned,Yelp Rating,Restaurant Week Score,Popularity Score,Good for Groups,Compostable containers available,Brunch,Bring your own container allowed,Touristy,Latinx-owned,Asian-owned,Divey,Smoking Allowed,Vegetarian Options,Black-owned,DJ,Background Music,Soy-Free Options,Dairy-Free Options,Juke Box,EV charging station available,Gluten-Free Options,Karaoke,Good for Working,Virtual restaurant,Online ordering-only,LGBTQ-owned,All Ages,Very Loud,Paid Wi-Fi,Veteran-owned,By Appointment Only,Good for Dessert
Yi Pin Restaurant,,,,,,,,,,,"1026 Race St, Philadelphia, PA 19107",39.95523681564849,-75.1570234,http://yipinrestaurant.com,['Chinese'],$$,57.0,,,,,True,True,,,,,,,,True,,,,,,,,,,True,True,,,,['Chinatown'],4:00 PM - 2:00 AM (Next day),4:00 PM - 2:00 AM (Next day),4:00 PM - 2:00 AM (Next day),4:00 PM - 2:00 AM (Next day),4:00 PM - 2:00 AM (Next day),2:00 PM - 2:00 AM (Next day),2:00 PM - 2:00 AM (Next day),True,,,True,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M Kee,,,,,,,,,,,"1002 Race St, Philadelphia, PA 19107",39.955231,-75.15612,,['Chinese'],$,250.0,,,,,,True,,True,True,False,False,,True,,True,True,,False,,True,,,,,True,True,True,True,['Chinatown'],Closed,8:00 AM - 6:00 PM,8:00 AM - 6:00 PM,8:00 AM - 6:00 PM,8:00 AM - 6:00 PM,8:00 AM - 6:00 PM,8:00 AM - 6:00 PM,True,True,True,True,,,,,True,,,,,True,,,True,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,True,,4.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pho 20,,,,,,,,,,,"234-236 N 10th St, Philadelphia, PA 19107",39.9565,-75.15584,https://www.phillychinatown.com/pho-20/,['Vietnamese'],$,231.0,,,,,,True,,True,True,,,,,,True,,,True,,True,,True,,,True,,True,True,['Chinatown'],11:00 AM - 9:30 PM,11:00 AM - 9:30 PM,11:00 AM - 9:30 PM,11:00 AM - 9:30 PM,11:00 AM - 9:30 PM,11:00 AM - 9:30 PM,11:00 AM - 9:30 PM,True,,True,True,,,,,,,,,,True,,,True,True,,,,,,,,True,,,True,,,,,,,,,,,,,,,,False,,True,,,,,,,,,,True,,4.2,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bonchon,,,,,,,,,,,"1020 Cherry St, Philadelphia, PA 19123",39.954502,-75.15699,https://locations.bonchon.com/ll/US/PA/Philadelphia/1020-Cherry-St,"['Korean', 'Asian Fusion', 'Chicken Wings']",$$,665.0,,,,,True,True,,,True,False,False,False,True,True,,True,,True,,True,,True,True,True,True,True,True,True,['Chinatown'],11:00 AM - 2:00 AM (Next day),11:00 AM - 2:00 AM (Next day),11:00 AM - 2:00 AM (Next day),11:00 AM - 2:00 AM (Next day),11:00 AM - 2:00 AM (Next day),11:00 AM - 2:00 AM (Next day),11:00 AM - 12:00 AM (Next day),True,True,True,True,,,,,,,True,,,,,,True,,,,,False,,,True,,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lee How Fook,,,,,,,,,,,"219 N 11th St, Philadelphia, PA 19107",39.95626,-75.15708,http://www.leehowfookphiladelphia.com,"['Dim Sum', 'Cantonese']",$$,264.0,,,,True,True,True,True,True,True,,False,,True,,True,True,,True,True,True,,,,,True,,True,True,['Chinatown'],11:30 AM - 10:00 PM,11:30 AM - 10:00 PM,11:30 AM - 10:00 PM,11:30 AM - 10:00 PM,11:30 AM - 10:00 PM,11:30 AM - 10:00 PM,11:30 AM - 10:00 PM,True,,,True,,,,,True,,True,,,True,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,3.8,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matcha Panda Cafe,,,,,,,,,,,"202 N 9th St, Philadelphia, PA 19107",39.95535,-75.15449,https://www.matchapanda.com,"['Desserts', 'Coffee & Tea', 'Ice Cream & Frozen Yogurt']",$$,142.0,,,,,True,True,,,True,,,,True,,,True,,,,True,,True,,,,True,,,['Chinatown'],12:00 PM - 10:00 PM,12:00 PM - 10:00 PM,12:00 PM - 10:00 PM,12:00 PM - 10:00 PM,12:00 PM - 10:30 PM,12:00 PM - 10:30 PM,12:00 PM - 10:00 PM,,,,,,,,,,True,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tsaocaa & BBQ Chicken,,,,,,,,,,,"938 Race St, Philadelphia, PA 19107",39.9553444465049,-75.1557137782462,,"['Chicken Wings', 'Bubble Tea', 'Korean']",$$,175.0,,,,True,True,True,,,True,,,,True,,True,True,,,True,True,,True,,,True,,True,,['Chinatown'],11:00 AM - 9:30 PM,11:00 AM - 9:30 PM,11:00 AM - 9:30 PM,11:00 AM - 9:30 PM,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 9:30 PM,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,3.7,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T-Swirl Crêpe,,,,,,,,,,,"150 N 10th St, Philadelphia, PA 19107",39.955094,-75.156151,http://t-swirlcrepe.com/,"['Desserts', 'Creperies', 'Japanese']",$,438.0,,,,,True,True,,,True,False,False,,True,,,True,,False,,True,,True,,,True,True,True,True,['Chinatown'],11:00 AM - 11:00 PM,11:00 AM - 11:00 PM,11:00 AM - 11:00 PM,11:00 AM - 11:00 PM,11:00 AM - 11:00 PM,11:00 AM - 11:00 PM,11:00 AM - 11:00 PM,True,True,,True,,,,,,,,True,True,True,,True,True,,,,,False,,,,,,,,,,,,,,True,,,,,,,,True,False,,,,,,,,,True,,,True,,4.1,,,True,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,
Kungfu Hotpot,,,,,,,,,,,"1008 Cherry St, Fl 3, Philadelphia, PA 19107",39.95435,-75.15656,,"['Hot Pot', 'Seafood', 'Chinese']",$$$,72.0,,,,True,,,,,True,,,,True,True,,True,,False,,True,,True,,,True,,,True,['Chinatown'],2:00 PM - 11:00 PM,2:00 PM - 11:00 PM,2:00 PM - 11:00 PM,2:00 PM - 11:00 PM,2:00 PM - 11:00 PM,12:00 PM - 11:00 PM,12:00 PM - 11:00 PM,True,,,True,,,,,,,True,True,True,True,,True,,,,,,False,True,True,,,,,,True,True,,,,,,,,,,,,,True,,,,,,,,,,,,,True,True,4.6,,,True,True,,True,,,True,,,,,,,,,,,,,,,,,,,,,,
Yamitsuki Ramen,,,,,,,,,,,"1028 Arch St, Philadelphia, PA 19107",39.95341,-75.15749,,"['Ramen', 'Sushi Bars', 'Cocktail Bars']",$$,538.0,,,,True,True,True,True,True,True,False,False,False,True,True,,True,True,True,,True,,True,True,True,True,True,True,True,"['Market East', 'Chinatown']",11:30 AM - 10:00 PM,11:30 AM - 10:00 PM,11:30 AM - 10:00 PM,11:30 AM - 10:00 PM,11:30 AM - 12:00 AM (Next day),11:30 AM - 12:00 AM (Next day),11:30 AM - 11:00 PM,True,True,True,True,,True,True,True,,,True,,,,True,,,,,True,,False,,,,,,,,,,True,,,,,,,,,,,,,,,,,,True,,,,,,,,,3.7,,,True,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
Banana Leaf,,,,,,,,,,,"1009 Arch St, Philadelphia, PA 19107",39.9537784576015,-75.157045316008,http://bananaleafphilly.com/,"['Malaysian', 'Chinese', 'Indian']",$$,762.0,,,,True,True,True,True,True,True,False,False,False,True,,,True,,True,True,True,,,,,True,,True,True,['Chinatown'],11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,True,,,True,,,,,True,,True,True,True,True,,True,,,,,,False,,,,,,,,,True,,,,,,,,True,True,,,,True,,,,,,,,,,,,,True,,3.6,,,True,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
Happy Lamb Hot Pot,,,,,,,,,,,"1017 Arch St, Fl 1, Philadelphia, PA 19107",39.95372,-75.15651,,"['Hot Pot', 'Mongolian', 'Chinese']",$$,239.0,,,,True,,True,True,True,True,False,False,False,True,True,,True,,False,,True,,,,,True,True,True,True,['Chinatown'],12:00 PM - 10:00 PM,12:00 PM - 10:00 PM,12:00 PM - 10:00 PM,12:00 PM - 10:00 PM,12:00 PM - 10:30 PM,12:00 PM - 10:30 PM,12:00 PM - 10:00 PM,True,True,True,True,,,,,True,,True,,,True,,,,,,,,False,,True,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,True,,4.2,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matcha Cafe Maiko,,,,,,,,,,,"923 Race St, Philadelphia, PA 19107",39.95548,-75.15514,https://www.matchacafe-maiko.com/eng/,"['Desserts', 'Ice Cream & Frozen Yogurt', 'Coffee & Tea']",$$,123.0,,,,,True,True,,,True,,,,True,,,,,False,,True,,True,,,,True,,True,['Chinatown'],11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 9:00 PM,,,,,,,,,,,,True,,,,True,,,,,,False,,,,,True,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Triangle Tavern,,,,,,,,,,,"1338 S 10th St, Philadelphia, PA 19147",39.93231,-75.1611,http://www.triangletavernphilly.com/,"['American (Traditional)', 'Bars']",$$,261.0,,,,,True,True,,True,True,False,False,False,True,,,True,,True,True,True,,,,True,True,,True,True,['Passyunk Square'],12:00 PM - 2:00 AM (Next day),12:00 PM - 2:00 AM (Next day),12:00 PM - 2:00 AM (Next day),12:00 PM - 2:00 AM (Next day),12:00 PM - 2:00 AM (Next day),11:00 AM - 2:00 AM (Next day),11:00 AM - 2:00 AM (Next day),True,,,True,True,,True,True,True,,,,,,True,,True,,,True,,False,,,,,,,True,,,,,,,,,,,,True,,,,False,,,,,,,,,,,True,,,4.2,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sky Cafe,,,,,,,,,,,"1122-38 Washington Ave, Ste B, Philadelphia, PA 19147",39.93681,-75.1626299,https://www.skycafephilly.com,"['Indonesian', 'Noodles']",$$,274.0,,,,,True,True,True,True,True,True,True,False,True,,,True,,True,,True,,,,,True,True,True,True,['Passyunk Square'],11:00 AM - 8:00 PM,11:00 AM - 8:00 PM,11:00 AM - 8:00 PM,Closed,11:00 AM - 8:00 PM,11:00 AM - 8:00 PM,11:00 AM - 8:00 PM,True,True,True,True,,,,,True,,True,,,True,,,True,,,,,False,,,,,,,,,True,,,,,True,,,,,,,,,,,,,,,,,,,,,True,,4.6,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burrata,,,,,,,,,,,"1247 S 13th St, Philadelphia, PA 19147",39.9339252433408,-75.1652430742979,http://www.burrataphilly.com,['Italian'],$$,210.0,,,,True,,True,,,True,,False,False,True,,,True,True,True,True,True,,,,,True,True,True,True,['Passyunk Square'],5:00 PM - 9:30 PM,5:00 PM - 9:30 PM,5:00 PM - 9:30 PM,5:00 PM - 9:30 PM,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,4:00 PM - 8:30 PM,,,,True,,,,,True,,,True,True,True,,True,,,,,,False,,True,True,,,,,,,,,True,,,,,,,,,,True,False,,,,,,True,,,True,,,True,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ember & Ash,,,,,,,,,,,"1520 E Passyunk Ave, Philadelphia, PA 19147",39.93055,-75.16291,http://www.emberandashphilly.com,['American (New)'],,81.0,,,,True,True,True,True,,True,False,False,False,True,True,True,,,True,True,True,,True,True,True,True,True,,True,['Passyunk Square'],5:00 PM - 12:00 AM (Next day),5:00 PM - 12:00 AM (Next day),5:00 PM - 12:00 AM (Next day),5:00 PM - 12:00 AM (Next day),5:00 PM - 2:00 AM (Next day),5:00 PM - 2:00 AM (Next day),Closed,,,,True,,,,,,,True,True,True,,,True,,,,,,False,,,,,,,,,,,,,,,,True,True,,,,,True,,,,,,,,,,,,,,True,4.4,,,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,
Pho 75,,,,,,,,,,,"1122 Washington Ave, Philadelphia, PA 19147",39.9372212860512,-75.1628434625656,http://phoseventyfive.com,"['Vietnamese', 'Noodles', 'Soup']",$$,614.0,,,,,,True,,,False,False,False,,True,,,True,,False,,True,,True,,,True,,True,True,"['Bella Vista', 'Passyunk Square']",9:00 AM - 8:00 PM,9:00 AM - 8:00 PM,9:00 AM - 8:00 PM,9:00 AM - 8:00 PM,9:00 AM - 8:00 PM,9:00 AM - 8:00 PM,9:00 AM - 8:00 PM,True,True,True,True,,,,,,,,,,True,,,True,,,,,False,,True,True,,,,,,True,,,,,True,,,,,,,,,,,,,,,,,,,,,True,,4.4,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nam Phuong,,,,,,,,,,,"1100 Washington Ave, Philadelphia, PA 19147",39.9364886,-75.1622139,http://www.namphuongphilly.com/,"['Vietnamese', 'Seafood']",$$,795.0,,,,True,True,,True,True,True,False,False,,True,,,True,,False,,True,,,,True,True,,True,True,['Passyunk Square'],10:00 AM - 9:00 PM,10:00 AM - 9:00 PM,10:00 AM - 9:00 PM,10:00 AM - 9:00 PM,10:00 AM - 9:00 PM,10:00 AM - 9:00 PM,10:00 AM - 9:00 PM,True,True,True,True,,,,,True,,,,,True,,,,,,,,False,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,3.9,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tamalex Restaurant,,,,,,,,,,,"1163 S 7th St, Philadelphia, PA 19147",39.9339104,-75.1555405,http://www.tamalexphilly.com,"['Mexican', 'Honduran']",$$,174.0,,,,,True,True,True,True,True,False,False,,True,,,True,,True,,True,,,,,True,True,True,True,['Passyunk Square'],10:00 AM - 11:00 PM,10:00 AM - 11:00 PM,10:00 AM - 11:00 PM,10:00 AM - 11:00 PM,10:00 AM - 11:00 PM,10:00 AM - 11:00 PM,10:00 AM - 11:00 PM,True,True,True,True,,,,,True,,True,True,True,True,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,True,,4.4,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pat's King of Steaks,,,,,,,,,,,"1237 E Passyunk Ave, Philadelphia, PA 19147",39.9332010582612,-75.1592658139918,http://www.patskingofsteaks.com,"['Sandwiches', 'Cheesesteaks']",$$,4604.0,,,,,True,True,,,True,False,False,False,True,,,True,,True,,True,,True,,,True,,True,True,['Passyunk Square'],Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,12:00 AM - 12:00 AM (Next day),,True,True,True,,,,,,True,True,True,True,True,,True,True,,,,,,,,,,,,True,True,True,,,,,True,,,,,,,,True,,,,,,,,,,,,,True,True,3.2,,,True,True,,True,True,,,,,True,,,,,,,,,,,,,,,,,,,
Shing Kee,,,,,,,,,,,"600 Washington Ave, Ste 18 A, Philadelphia, PA 19147",39.93463226548701,-75.15517476076488,http://www.shing-kee-chinese.com,"['Chinese', 'Noodles', 'Soup']",$$,97.0,,,,True,,,,True,True,,False,,True,,,True,,True,,,,True,,True,True,,True,True,['Passyunk Square'],11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 11:00 PM,11:00 AM - 11:00 PM,11:00 AM - 10:30 PM,True,True,True,,,,,,,,,,,,,,,,,,,,True,True,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,4.2,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bing Bing Dim Sum,,,,,,,,,,,"1648 E Passyunk Ave, Philadelphia, PA 19148",39.92896523679633,-75.16469923608173,http://www.bingbingdimsum.com/,"['Cocktail Bars', 'Dim Sum', 'Asian Fusion']",$$,618.0,,,,True,True,True,True,True,True,False,False,False,True,True,,True,True,True,True,True,,,True,True,True,True,True,True,"['East Passyunk Ave', 'East Passyunk Crossing']",4:30 PM - 9:30 PM,4:30 PM - 9:30 PM,4:30 PM - 9:30 PM,4:30 PM - 9:30 PM,4:30 PM - 10:00 PM,1:00 PM - 10:00 PM,4:30 PM - 9:30 PM,True,,,True,True,True,True,True,True,,True,True,True,,True,True,,,,True,,False,,,,,,,,,,True,,,,,,,True,,,,,True,,,,,,,,,,,,,,,4.1,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Chingon,,,,,,,,,,,"1524 S 10th St, Philadelphia, PA 19147",39.93014910352297,-75.16160959999999,https://www.elchingonphilly.com,"['Sandwiches', 'Tacos']",,47.0,,,,,True,True,True,,,,,,True,,,,,,,,,,,,,,,,['Passyunk Square'],Closed,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 10:00 PM,10:00 AM - 10:00 PM,10:00 AM - 9:00 PM,,,,True,,,,,True,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stateside,,,,,,,,,,,"1536 E Passyunk Ave, Philadelphia, PA 19147",39.930249,-75.163265,http://www.statesidephiladelphia.com,"['Bars', 'American (New)']",$$,367.0,,,,True,,,,True,True,,,,True,,True,True,,False,True,True,,,True,True,True,True,True,True,['Passyunk Square'],Closed,Closed,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 12:00 AM (Next day),12:00 PM - 12:00 AM (Next day),12:00 PM - 8:00 PM,True,,,,,True,True,True,True,,,,,,,True,,,,True,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,3.6,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Jarocho,,,,,,,,,,,"1138 S 13th St, Philadelphia, PA 19147",39.936492,-75.165011,https://eljarochophilly.com,['Mexican'],$,466.0,,,,,True,True,,True,True,False,False,,True,,,True,,False,,True,,,,,True,True,True,True,['Passyunk Square'],9:00 AM - 11:00 PM,9:00 AM - 11:00 PM,9:00 AM - 11:00 PM,9:00 AM - 11:00 PM,9:00 AM - 11:00 PM,9:00 AM - 11:00 PM,9:00 AM - 11:00 PM,True,True,True,True,,,,,True,,,,,,,,True,,,,,,,,,,,,,,,,,,,True,,,,,,,,,False,,,,,,,,,,,,True,,4.2,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cosmi's Deli,,,,,,,,,,,"1501 S 8th St, Philadelphia, PA 19147",39.93029,-75.15798,https://ordercosmisdeli.com,"['Delis', 'Sandwiches', 'Cheesesteaks']",$$,423.0,,,,,True,True,True,,True,False,False,False,,,,True,,True,,True,,,,,True,,True,True,['Passyunk Square'],10:00 AM - 9:30 PM,10:00 AM - 9:30 PM,10:00 AM - 9:30 PM,10:00 AM - 9:30 PM,10:00 AM - 10:00 PM,10:00 AM - 10:00 PM,10:00 AM - 8:30 PM,True,True,True,True,,,,,True,True,,,,,,,True,,,,,,,,,,,,,,,,,,,,,True,True,,,,,,False,,,,,,True,,,,,,True,,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RIM Cafe,,,,,,,,,,,"1172 S 9th St, Philadelphia, PA 19147",39.93438,-75.15898,http://www.rimcafe.com,['Coffee & Tea'],$$,318.0,,,,,True,True,,,True,,True,False,True,,,True,,False,,True,,,,,,,,True,['Passyunk Square'],Closed,Closed,Closed,12:00 PM - 9:00 PM,12:00 PM - 10:00 PM,12:00 PM - 10:00 PM,12:00 PM - 9:00 PM,,,,,,,,,True,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slice,,,,,,,,,,,"1180 S 10th St, Philadelphia, PA 19147",39.934678,-75.160539,http://www.slicepa.com,"['Pizza', 'Italian']",$$,317.0,,,,True,True,True,True,True,False,False,False,False,True,,,True,True,True,,True,,True,,,True,,True,True,['Passyunk Square'],10:00 AM - 10:00 PM,10:00 AM - 10:00 PM,10:00 AM - 10:00 PM,10:00 AM - 12:00 AM (Next day),11:00 AM - 12:00 AM (Next day),11:00 AM - 12:00 AM (Next day),11:00 AM - 10:00 PM,True,True,True,True,,,,,,,True,,,,,,,,,,,False,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,True,,3.6,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laurel,,,,,,,,,,,"1617 E Passyunk Ave, Philadelphia, PA 19148",39.9294204711914,-75.1637115478516,http://www.restaurantlaurel.com,"['French', 'American (New)']",$$$$,359.0,,,,True,,,,True,True,,False,,True,,True,True,True,True,True,True,,,,True,True,True,True,True,['East Passyunk Crossing'],Closed,Closed,5:30 PM - 10:00 PM,5:30 PM - 10:00 PM,5:30 PM - 10:00 PM,5:30 PM - 10:00 PM,Closed,,,,True,,,,,True,,,,,True,,,,,,,,False,True,True,,,,,,,,,True,,,,,,,True,,,,,,,,,,,True,,,,,,,,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pho Ha,,,,,,,,,,,"600 Washington Ave, Philadelphia, PA 19147",39.93445213413606,-75.15440153585187,http://orderphoha.com,['Vietnamese'],$$,520.0,,,,,True,True,True,,False,False,False,,,,True,True,,False,,,,,,,True,,True,True,['Passyunk Square'],9:30 AM - 8:30 PM,9:30 AM - 8:30 PM,9:30 AM - 8:30 PM,9:30 AM - 8:30 PM,9:30 AM - 8:30 PM,9:30 AM - 8:30 PM,9:30 AM - 8:30 PM,True,True,True,True,,,,,True,,,,,,,,True,,,,,False,,,True,,,,,,,,,,,True,,,,True,,,,,,,,,,,,,,,,,True,,4.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Philly Barbacoa,,,,,,,,,,,"1140 S 9th St, Philadelphia, PA 19147",39.93533529472451,-75.15877251901526,,"['Mexican', 'Juice Bars & Smoothies']",$$,678.0,,,,,True,True,True,,False,False,False,,True,,,True,,,,True,,,,,True,True,True,True,['Passyunk Square'],Closed,Closed,Closed,Closed,Closed,5:00 AM - 3:00 PM,5:00 AM - 3:00 PM,True,,,True,,,,,True,True,,,,True,,,True,,,,,,,,,,,,,,True,,,,,,,,,,,,,,False,True,True,,,,,,,,,,True,,4.6,,,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
Comfort & Floyd,,,,,,,,,,,"1301 S 11th St, Philadelphia, PA 19147",39.933329318237,-75.1620284467936,http://www.comfortandfloyd.com,['Breakfast & Brunch'],$$,114.0,,,,,True,True,True,True,True,,,,True,True,,True,,,,,,,,,True,True,True,,['Passyunk Square'],8:00 AM - 3:00 PM,Closed,Closed,8:00 AM - 3:00 PM,8:00 AM - 3:00 PM,8:00 AM - 3:00 PM,8:00 AM - 3:00 PM,True,,,True,,,,,True,,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,,,True,,,,,,True,,4.6,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
Dough Head Pizza,,,,,,,,,,,"833 Wharton St, Philadelphia, PA 19147",39.93323008257767,-75.15889998525381,https://www.doughheadpizza.com,['Pizza'],,30.0,,,,,True,True,,,,,,,,,True,,,,,,,,,,,,,,['Passyunk Square'],11:30 AM - 10:00 PM,11:30 AM - 10:00 PM,11:30 AM - 10:00 PM,11:30 AM - 12:00 AM (Next day),11:30 AM - 3:00 AM (Next day),11:30 AM - 3:00 AM (Next day),11:30 AM - 10:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ratchada Thai & Laos Cuisine,,,,,,,,,,,"1117 S 11th St, Philadelphia, PA 19147",39.93668,-75.16131,http://www.ratchada.net,"['Thai', 'Laotian']",$$,343.0,,,,True,True,True,True,True,True,,False,,True,,True,True,,True,,True,,,,,True,,True,True,"['Bella Vista', 'Passyunk Square']",Closed,11:30 AM - 10:00 PM,11:30 AM - 10:00 PM,11:30 AM - 10:00 PM,11:30 AM - 3:00 PM,11:30 AM - 3:00 PM,12:00 PM - 10:00 PM,,True,True,,,,,,True,,,,,,,,,,,,,False,,,,,,,,,,,,True,,True,,,,,,,,,,,,,,,,,,,,,True,,4.2,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mole Poblano Restaurant,,,,,,,,,,,"1144 S 9th St, Philadelphia, PA 19147",39.93522,-75.158815,,['Mexican'],$$,169.0,,,,,True,True,,True,True,,False,,True,,,True,,True,,True,,,,,True,True,True,True,['Passyunk Square'],10:00 AM - 10:00 PM,10:00 AM - 10:00 PM,10:00 AM - 10:00 PM,10:00 AM - 10:00 PM,10:00 AM - 10:00 PM,9:00 AM - 10:00 PM,9:00 AM - 10:00 PM,True,True,True,True,,,,,True,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,4.5,,,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
Geno's Steaks,,,,,,,,,,,"1219 S 9th St, Philadelphia, PA 19147",39.9338367849925,-75.158813752375,https://www.genosteaks.com,"['Sandwiches', 'Cheesesteaks']",$$,3671.0,,,,,True,True,,,False,False,False,,True,,,True,,False,,True,,,,,True,,True,True,['Passyunk Square'],Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,True,,True,,,,,True,True,True,,,True,,,True,,,,,,,,True,,,,True,True,,,,,,True,,,,,,,,,,,,,,,,,,,,,True,,2.5,,,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
