Name,Yelp Alias,RESERVATION_LINK,Address,Latitude,Longitude,Website,Categories,Price,Review_Count,SIPS_PARTICIPANT,RW_PARTICIPANT,Neighborhoods,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Smoking,Yelp_Rating,Popularity,Parking,Best_Nights,Payment,Minority_Owned,Good_For,Offers,Options,Vibes,Accessibility,Dogs_Allowed,Packaging,Reservation_Type,Seating,Meal_Types,Music,Alcohol_Options,Amenities
SHEEBEN PUB,the-towne-house-media,,"117 Veterans Square, Media, PA 19063",39.917483,-75.391698,https://www.townehousepa.com,"['Burgers', 'Cocktail Bars']",,,N,N,,3:00 PM - 12:00 AM,3:00 PM - 12:00 AM,3:00 PM - 12:00 AM,3:00 PM - 12:00 AM,3:00 PM - 12:00 AM,10:00 AM - 12:00 AM,10:00 AM - 12:00 AM,,,,,,,,,,,,,,,,,,,,
STIR LOUNGE,stir-philadelphia,,"1705 Chancellor St, Philadelphia, PA 19103",39.9494614651512,-75.1694186897779,,"['Gay Bars', 'Lounges']",$$,,N,N,,,4:00 PM - 12:00 AM,4:00 PM - 2:00 AM,4:00 PM - 2:00 AM,4:00 PM - 2:00 AM,4:00 PM - 2:00 AM,4:00 PM - 12:00 AM,,,,,,,,,,,,,,,,,,,,
TAPHOUSE 23,taphouse-23-bridgeport-2,,"266 E 4th St, Bridgeport, PA 19405",40.10472006075871,-75.33555763743438,https://www.taphouse23.com,"['Bars', 'New American', 'Gastropubs']",$$,,N,N,,,12:00 PM - 10:00 PM,12:00 PM - 10:00 PM,12:00 PM - 10:00 PM,12:00 PM - 12:00 AM,12:00 PM - 12:00 AM,,,,,,,,,,,,,,,,,,,,,
THE BOOZY MUTT,the-boozy-mutt-philadelphia,,"2639 Poplar St, Philadelphia, PA 19130",39.97301,-75.18056,,"['Bars', 'Dog Parks', 'Gastropubs']",,,N,N,,3:00 PM - 10:00 PM,3:00 PM - 10:00 PM,3:00 PM - 10:00 PM,3:00 PM - 10:00 PM,3:00 PM - 11:00 PM,10:00 AM - 11:00 PM,10:00 AM - 10:00 PM,,,,,,,,,,,,,,,,,,,,
THE BRASS TAP ,the-brass-tap-philadelphia,,"177 Markle St, Philadelphia, PA 19127",40.022701,-75.214475,,"['American', 'Beer Bar', 'Breakfast & Brunch']",,,N,N,,4:00 PM - 12:00 AM,4:00 PM - 12:00 AM,4:00 PM - 12:00 AM,4:00 PM - 1:00 AM,3:00 PM - 2:00 AM,10:00 AM - 2:00 AM,10:00 AM - 12:00 AM,,,,,,,,,,,,,,,,,,,,
THE GREEN ROOM,green-room-philadelphia,,"1940 Green St, Philadelphia, PA 19130",39.96475,-75.17058,http://greenroomphiladelphia.com,['Sports Bars'],$,,N,N,"Fairmount, Art Museum District, Spring Garden",3:00 PM - 2:00 AM,3:00 PM - 2:00 AM,3:00 PM - 2:00 AM,3:00 PM - 2:00 AM,3:00 PM - 2:00 AM,12:00 PM - 2:00 AM,12:00 PM - 2:00 AM,,,,,,,,,,,,,,,,,,,,
TIMOTHY'S,timothys-west-chester-west-chester,,"929 S High St, West Chester, PA 19382",39.941764887781,-75.5906978341164,http://www.mytimothysrestaurants.com/westchester/default.aspx,"['New American', 'Chicken Wings', 'Sports Bars']",$$,,N,N,,11:30 AM - 9:00 PM,11:30 AM - 10:00 PM,11:30 AM - 9:00 PM,11:30 AM - 9:00 PM,11:30 AM - 9:00 PM,11:30 AM - 9:00 PM,,,,,,,,,,,,,,,,,,,,,
TOSKA,toska-restaurant-and-brewery-philadelphia-2,,"7136 Germantown Ave, Philadelphia, PA 19119",40.0591733375175,-75.19044459999999,,"['Pizza', 'Mediterranean', 'Gastropubs']",$$,,N,N,,4:00 PM - 10:00 PM,4:00 PM - 10:00 PM,4:00 PM - 10:00 PM,4:00 PM - 10:00 PM,11:00 AM - 10:00 PM,10:00 AM - 10:00 PM,10:00 AM - 10:00 PM,,,,,,,,,,,,,,,,,,,,
VAULT BREWING,vault-brewing-yardley,,"10 S Main St, Yardley, PA 19067",40.24237,-74.83852,,"['Breweries', 'New American', 'Pubs']",$$,,N,N,,11:30 AM - 10:00 PM,11:30 AM - 10:00 PM,11:30 AM - 10:00 PM,11:30 AM - 10:00 PM,11:30 AM - 11:00 PM,11:30 AM - 11:00 PM,11:30 AM - 9:00 PM,,,,,,,,,,,,,,,,,,,,
VILLIAGE IDIOT,village-idiot-brewing-company-mount-holly,,"42 High St, Mount Holly, NJ 08060",39.99415087720569,-74.7881163549002,,['Breweries'],$$,,N,N,,,,5:00 PM - 9:00 PM,5:00 PM - 10:00 PM,5:00 PM - 11:00 PM,12:00 PM - 10:00 PM,2:00 PM - 7:00 PM,,,,,,,,,,,,,,,,,,,,
WOLF BURGER,wolf-burger-philadelphia,,"2301 S Front St, Philadelphia, PA 19148",39.91903,-75.148706,,"['Burgers', 'Beer Bar', 'Cocktail Bars']",,,N,N,,3:00 PM - 10:00 PM,3:00 PM - 10:00 PM,3:00 PM - 10:00 PM,12:00 PM - 10:00 PM,12:00 PM - 10:00 PM,12:00 PM - 10:00 PM,12:00 PM - 10:00 PM,,,,,,,,,,,,,,,,,,,,
AXE AND ARROW BREWING,axe-and-arrow-brewing-glassboro,,"105 High St W, Glassboro, NJ 08028",39.703051,-75.113113,,['Brewpubs'],,,N,N,,,,5:00 PM - 10:00 PM,3:00 PM - 10:00 PM,3:00 PM - 10:00 PM,12:00 PM - 10:00 PM,12:00 PM - 8:00 PM,,,,,,,,,,,,,,,,,,,,
BROKEN GOBLET BREWING,broken-goblet-brewing-bensalem,,"2500 State Rd, Bensalem, PA 19020",40.072159,-74.9399661,http://www.brokengoblet.com,"['Breweries', 'Music Venues']",$,,N,N,Byberry,,,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,3:00 PM - 11:00 PM,12:00 PM - 11:00 PM,12:00 PM - 6:00 PM,,,,,,,,,,,,,,,,,,,,
DAWSON STREET PUB,dawson-street-pub-philadelphia,,"100 Dawson St, Philadelphia, PA 19127",40.0185317993164,-75.212760925293,,['Pubs'],$,,N,N,,12:00 PM - 2:00 AM,12:00 PM - 2:00 AM,12:00 PM - 2:00 AM,12:00 PM - 2:00 AM,12:00 PM - 2:00 AM,12:00 PM - 2:00 AM,12:00 PM - 2:00 AM,,,,,,,,,,,,,,,,,,,,
FOUNDING FATHERS,founding-fathers-bensalem,,"2900 Street Rd, Bensalem, PA 19020",40.11219525856401,-74.95554985609834,https://www.ffbensalem.com,"['New American', 'Sports Bars', 'Cocktail Bars']",,,N,N,,4:00 PM - 10:00 PM,4:00 PM - 10:00 PM,4:00 PM - 10:00 PM,4:00 PM - 10:00 PM,12:00 PM - 12:00 AM,12:00 PM - 1:00 AM,12:00 PM - 10:00 PM,,,,,,,,,,,,,,,,,,,,
GREAT AMERICAN PUB,the-great-american-pub-conshohocken,,"123 Fayette St, Conshohocken, PA 19428",40.0743,-75.3053599,http://thegreatamericanpub.com/home/,"['Pubs', 'New American']",$$,,N,N,,11:30 AM - 9:00 PM,11:30 AM - 10:00 PM,11:30 AM - 10:00 PM,11:30 AM - 10:00 PM,11:30 AM - 10:00 PM,11:30 AM - 10:00 PM,11:30 AM - 9:00 PM,,,,,,,,,,,,,,,,,,,,
TWISTED GINGERS,twisted-gingers-brewing-philadelphia-2,,"4317 Fleming St, Philadelphia, PA 19128",40.0275,-75.21849,https://twistedgingers.beer,"['Brewpubs', 'Pizza']",,,N,N,Roxborough,4:00 PM - 9:00 PM,,4:00 PM - 9:00 PM,4:00 PM - 10:00 PM,4:00 PM - 11:00 PM,12:00 PM - 11:00 PM,1:00 PM - 8:30 PM,,,,,,,,,,,,,,,,,,,,
Midnight & The Wicked,midnight-and-the-wicked-philadelphia,,"1500 Sansom St, Philadelphia, PA 19102",39.950164,-75.166099,https://midnightandthewicked.com,"['Lounges', 'Dance Clubs', 'Venues & Event Spaces']",$$,,N,N,"Penn Center, Rittenhouse Square",5:00 PM - 2:00 AM,5:00 PM - 2:00 AM,5:00 PM - 2:00 AM,5:00 PM - 2:00 AM,5:00 PM - 2:00 AM,5:00 PM - 2:00 AM,5:00 PM - 2:00 AM,,,,,,,,,,,,,,,,,,,,
Huda,huda-philadelphia,,"32 S 18th St, Philadelphia, PA 19103",39.952171,-75.1704643294215,,['Sandwiches'],$$,,N,N,,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 9:00 PM,,,,,,,,,,,,,,,,,,,,
1-900-Ice Cream,1-900-ice-cream-philadelphia,,"229 S 20th St, Philadelphia, PA 19103",39.949593280725146,-75.17391465604305,https://1900icecream.com,['Ice Cream & Frozen Yogurt'],$$,,N,N,Rittenhouse Square,12:00 PM - 11:00 PM,12:00 PM - 11:00 PM,12:00 PM - 11:00 PM,12:00 PM - 11:00 PM,12:00 PM - 11:00 PM,12:00 PM - 11:00 PM,12:00 PM - 11:00 PM,,,,,,,,,,,,,,,,,,,,
Alimentari ,alimentari-philadelphia-3,,"1730 Chestnut St, Philadelphia, PA 19103",39.9513109633379,-75.1700653508306,https://dibruno.com/rittenhouse-square/,"['Wine Bars', 'Italian']",$$,,N,N,"Penn Center, Rittenhouse Square",,,5:00 PM - 7:00 PM,5:00 PM - 7:00 PM,5:00 PM - 7:00 PM,,,,,,,,,,,,,,,,,,,,,,
El Merkury,el-merkury-philadelphia-3,,"2104 Chestnut St, Philadelphia, PA 19103",39.9521998,-75.1757515,https://www.elmerkury.com/locations/chestnut-street/,"['Latin American', 'Desserts']",$$,,N,N,"Rittenhouse Square, Penn Center",7:00 AM - 4:00 PM,7:00 AM - 4:00 PM,7:00 AM - 4:00 PM,7:00 AM - 4:00 PM,7:00 AM - 4:00 PM,7:00 AM - 4:00 PM,,,,,,,,,,,,,,,,,,,,,
Dig Inn,dig-inn-chestnut-st-philadelphia,,"1616 Chestnut St, Philadelphia, PA 19103",39.95108,-75.16799,https://www.diginn.com,['New American'],$$,,N,N,"Penn Center, Rittenhouse Square",10:30 AM - 10:00 PM,10:30 AM - 10:00 PM,10:30 AM - 10:00 PM,10:30 AM - 10:00 PM,10:30 AM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,,,,,,,,,,,,,,,,,,,,
Pho Mi Rittenhouse,pho-mi-rittenhouse-philadelphia,,"106 S 20th St, Philadelphia, PA 19103",39.95177124439323,-75.17372449999999,,['Vietnamese'],$$,,N,N,,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 10:30 PM,11:30 AM - 10:30 PM,11:30 AM - 10:00 PM,,,,,,,,,,,,,,,,,,,,
Almaz Cafe,almaz-cafe-philadelphia,,"140 South 20th St, Philadelphia, PA 19103",39.9507964,-75.1739012,,"['Coffee & Tea', 'Ethiopian', 'Juice Bars & Smoothies']",$$,,N,N,,,,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,,,,,,,,,,,,,,,,,,,,,
Miles Table,miles-table-philadelphia,,"1620 South St, Philadelphia, PA 19146",39.94396,-75.16951,https://www.milestable.com,"['American', 'Breakfast & Brunch', 'Salad']",$$,,N,N,Rittenhouse Square,9:00 AM - 2:00 PM,9:00 AM - 2:00 PM,9:00 AM - 2:00 PM,9:00 AM - 2:00 PM,9:00 AM - 2:00 PM,9:00 AM - 2:00 PM,9:00 AM - 2:00 PM,,,,,,,,,,,,,,,,,,,,
Vibrant Coffee Roasters & Bakery,vibrant-coffee-roasters-and-bakery-philadelphia,,"222 W Rittenhouse Sq, Fl 1, Philadelphia, PA 19103",39.949183837219685,-75.17336044460535,https://www.vibrantcoffeeroasters.com,"['Coffee & Tea', 'Bakeries', 'Coffee Roasteries']",$$,,N,N,Rittenhouse Square,7:00 AM - 4:00 PM,7:00 AM - 4:00 PM,7:00 AM - 4:00 PM,7:00 AM - 4:00 PM,7:00 AM - 4:00 PM,7:00 AM - 4:00 PM,7:00 AM - 4:00 PM,,,,,,,,,,,,,,,,,,,,
Spread Bagelry,spread-bagelry-philadelphia-2,,"262 S 20th St, Philadelphia, PA 19103",39.948612016175936,-75.17438493311785,https://www.spreadbagelry.com/rittenhouse,"['Breakfast & Brunch', 'Bagels', 'Sandwiches']",$$,,N,N,Rittenhouse Square,6:00 AM - 2:30 PM,6:00 AM - 2:30 PM,6:00 AM - 2:30 PM,6:00 AM - 2:30 PM,6:00 AM - 2:30 PM,6:00 AM - 2:30 PM,6:00 AM - 2:30 PM,,,,,,,,,,,,,,,,,,,,
Bistro SouthEast,bistro-southeast-philadelphia,,"1824 S St, Philadelphia, PA 19146",39.944450512945096,-75.17275091260672,,"['Asian Fusion', 'Seafood', 'Sandwiches']",$$,,N,N,,,11:00 AM - 4:30 PM,11:00 AM - 9:30 PM,11:00 AM - 9:30 PM,11:00 AM - 9:30 PM,11:00 AM - 9:30 PM,11:00 AM - 9:30 PM,,,,,,,,,,,,,,,,,,,,
Sofi Corner Cafe,sofi-corner-cafe-philadelphia-3,,"1112 Locust St, Philadelphia, PA 19197",39.94755718023111,-75.16011569999999,,"['Moroccan', 'French', 'Breakfast & Brunch']",$$,,N,N,,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,,,,,,,,,,,,,,,,,,,,
Cafe Square One,cafe-square-one-philadelphia-3,,"1225 Walnut St, Philadelphia, PA 19107",39.94914450721057,-75.161735,,"['Sandwiches', 'Breakfast & Brunch', 'Bagels']",$$,,N,N,,7:00 AM - 5:00 PM,7:00 AM - 5:00 PM,7:00 AM - 5:00 PM,7:00 AM - 5:00 PM,7:00 AM - 5:00 PM,8:00 AM - 3:00 PM,8:00 AM - 3:00 PM,,,,,,,,,,,,,,,,,,,,
J'aime French Bakery,jaime-french-bakery-philadelphia,,"212 S 12th St, Philadelphia, PA 19107",39.94821,-75.1609,http://jaimefrenchbakery.com,"['Coffee & Tea', 'Bakeries']",$$,,N,N,Washington Square West,,7:00 AM - 4:00 PM,7:00 AM - 4:00 PM,7:00 AM - 4:00 PM,7:00 AM - 4:00 PM,8:00 AM - 4:00 PM,8:00 AM - 4:00 PM,,,,,,,,,,,,,,,,,,,,
The Bike Stop,the-bike-stop-philadelphia,,"206 S Quince St, Philadelphia, PA 19107",39.9483442059583,-75.1598975429648,http://www.thebikestop.com,['Gay Bars'],$$,,N,N,Washington Square West,4:00 PM - 2:00 AM,4:00 PM - 2:00 AM,4:00 PM - 2:00 AM,4:00 PM - 2:00 AM,4:00 PM - 2:00 AM,4:00 PM - 2:00 AM,4:00 PM - 2:00 AM,,,,,,,,,,,,,,,,,,,,
Cappelli Brothers Cigar Company,cappelli-brothers-cigar-company-philadelphia,,"211 S 13th St, Philadelphia, PA 19107",39.9483680725098,-75.1621322631836,http://cappellibrotherscigarcompany.com,"['Tobacco Shops', 'Vape Shops', 'Hookah Bars']",$$,,N,N,Washington Square West,10:00 AM - 12:00 AM,10:00 AM - 12:00 AM,10:00 AM - 12:00 AM,10:00 AM - 2:00 AM,10:00 AM - 2:00 AM,10:00 AM - 2:00 AM,11:00 AM - 11:00 PM,,3.1,,,,,,,,,,,,,,,,,,
McGillin's Olde Ale House,mcgillins-olde-ale-house-philadelphia,,"1310 Drury St, Philadelphia, PA 19107",39.95025721944696,-75.162607,,"['Irish Pub', 'Venues & Event Spaces']",$$,,N,N,,11:00 AM - 2:00 AM,11:00 AM - 2:00 AM,11:00 AM - 2:00 AM,11:00 AM - 2:00 AM,11:00 AM - 2:00 AM,11:00 AM - 2:00 AM,11:00 AM - 2:00 AM,,,,,,,,,,,,,,,,,,,,
Sahara Grill,sahara-grill-philadelphia,,"1334 Walnut St, Philadelphia, PA 19107",39.94909,-75.16327,https://www.saharagrillphiladelphia.com,"['Middle Eastern', 'Mediterranean']",$$,,N,N,"Avenue of the Arts South, Penn Center",11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,,,,,,,,,,,,,,,,,,,,
U Bar,u-bar-philadelphia,,"1220 Locust St, Philadelphia, PA 19107",39.947655,-75.161552,,['Gay Bars'],$$,,N,N,,11:00 AM - 2:00 AM,11:00 AM - 2:00 AM,11:00 AM - 2:00 AM,11:00 AM - 2:00 AM,11:00 AM - 2:00 AM,11:00 AM - 2:00 AM,11:00 AM - 2:00 AM,,,,,,,,,,,,,,,,,,,,
Good Karma Cafe,good-karma-cafe-philadelphia-4,,"265 S Broad St, Philadelphia, PA 19107",39.94726213030384,-75.16446305864766,,['Cafes'],$$,,N,N,,7:00 AM - 7:00 PM,7:00 AM - 7:00 PM,7:00 AM - 7:00 PM,7:00 AM - 7:00 PM,7:00 AM - 7:00 PM,7:00 AM - 7:00 PM,7:00 AM - 7:00 PM,,,,,,,,,,,,,,,,,,,,
Van Leeuwen Ice Cream - Philadelphia,van-leeuwen-ice-cream-philadelphia-philadelphia,,"119 S 13th St, Philadelphia, PA 19107",39.9496279,-75.1617891,https://vanleeuwenicecream.com/scoop-shops/#Pennsylvania,"['Ice Cream & Frozen Yogurt', 'Desserts']",$$,,N,N,,12:00 PM - 11:00 PM,12:00 PM - 11:00 PM,12:00 PM - 11:00 PM,12:00 PM - 11:00 PM,12:00 PM - 12:00 AM,12:00 PM - 12:00 AM,12:00 PM - 11:00 PM,,,,,,,,,,,,,,,,,,,,
MilkBoy,milkboy-philadelphia,,"1100 Chestnut St, Philadelphia, PA 19107",39.95,-75.1588,https://www.milkboy.tv/chestnutstreetcontact,"['Bars', 'Music Venues', 'Breakfast & Brunch']",$$,,N,N,,7:00 AM - 2:00 AM,7:00 AM - 2:00 AM,7:00 AM - 2:00 AM,7:00 AM - 2:00 AM,7:00 AM - 2:00 AM,11:00 AM - 2:00 AM,11:00 AM - 2:00 AM,,,,,,,,,,,,,,,,,,,,
Moriarty's Restaurant and Irish Pub,moriartys-restaurant-and-irish-pub-philadelphia-2,,"1116 Walnut St, Philadelphia, PA 19107",39.94859,-75.15987,http://www.moriartyspub.com,"['Pubs', 'Irish']",$$,,N,N,Washington Square West,11:00 AM - 2:00 AM,11:00 AM - 2:00 AM,11:00 AM - 2:00 AM,11:00 AM - 2:00 AM,11:00 AM - 2:00 AM,11:00 AM - 2:00 AM,12:00 PM - 12:00 AM,,,,,,,,,,,,,,,,,,,,
Writer's Block Rehab,writers-block-rehab-philadelphia,,"1342 Cypress St, Philadelphia, PA 19107",39.9463542741883,-75.1635259249215,,"['Lounges', 'Cocktail Bars']",$$,,N,N,,,,5:00 PM - 11:00 PM,5:00 PM - 11:00 PM,4:00 PM - 11:00 PM,4:00 PM - 11:00 PM,4:00 PM - 9:00 PM,,,,,,,,,,,,,,,,,,,,
Mighty Bread,mighty-bread-philadelphia-4,,"1211 Gerritt St, Philadelphia, PA 19147",39.93221,-75.16482,,"['Bakeries', 'Salad', 'Sandwiches']",$$,,N,N,,8:00 AM - 6:00 PM,,8:00 AM - 6:00 PM,8:00 AM - 6:00 PM,8:00 AM - 6:00 PM,9:00 AM - 4:00 PM,9:00 AM - 4:00 PM,,,,,,,,,,,,,,,,,,,,
Ants Pants Café,ants-pants-café-philadelphia-2,,"2212 South St, Philadelphia, PA 19146",39.9452739686996,-75.17905475598022,,"['Coffee & Tea', 'Breakfast & Brunch', 'Sandwiches']",$$,,N,N,,8:30 AM - 3:00 PM,8:30 AM - 3:00 PM,8:30 AM - 3:00 PM,8:30 AM - 3:00 PM,8:30 AM - 3:00 PM,8:00 AM - 3:00 PM,8:00 AM - 3:00 PM,,,,,,,,,,,,,,,,,,,,
The Breakfast Den,the-breakfast-den-philadelphia,,"1500 South St, Philadelphia, PA 19146",39.943759,-75.167337,http://thebreakfastden.com,"['Breakfast & Brunch', 'Sandwiches']",$$,,N,N,Rittenhouse Square,,8:00 AM - 4:00 PM,8:00 AM - 4:00 PM,8:00 AM - 4:00 PM,8:00 AM - 4:00 PM,8:00 AM - 4:00 PM,8:00 AM - 4:00 PM,,,,,,,,,,,,,,,,,,,,
Two Eagles Cafe,two-eagles-cafe-philadelphia,,"1401 S 20th St, Philadelphia, PA 19146",39.93405627380036,-75.17732061989713,,"['Cafes', 'Breakfast & Brunch', 'Italian']",$$,,N,N,,,7:00 AM - 3:00 PM,7:00 AM - 3:00 PM,7:00 AM - 3:00 PM,7:00 AM - 3:00 PM,8:00 AM - 4:00 PM,8:00 AM - 4:00 PM,,,,,,,,,,,,,,,,,,,,
Falafel Time,falafel-time-philadelphia-4,,"2214 South St, Philadelphia, PA 19146",39.94516,-75.17914,http://www.falafeltime.net,"['Middle Eastern', 'Mediterranean', 'Halal']",$$,,N,N,Graduate Hospital,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,12:00 PM - 6:00 PM,,,,,,,,,,,,,,,,,,,,
Grace Tavern,grace-tavern-philadelphia,,"2229 Gray's Ferry Ave, Philadelphia, PA 19146",39.945098,-75.179578,,"['Pubs', 'Wine Bars']",$$,,N,N,,11:00 AM - 2:00 AM,11:00 AM - 2:00 AM,11:00 AM - 2:00 AM,11:00 AM - 2:00 AM,11:00 AM - 2:00 AM,11:00 AM - 2:00 AM,11:00 AM - 2:00 AM,,,,,,,,,,,,,,,,,,,,
Ten Stone Bar & Restaurant,ten-stone-bar-and-restaurant-philadelphia,,"2063 South St, Philadelphia, PA 19146",39.9450458,-75.1769728,http://www.tenstone.com,"['New American', 'Pubs']",$$,,N,N,Rittenhouse Square,4:00 PM - 2:00 AM,4:00 PM - 2:00 AM,4:00 PM - 2:00 AM,4:00 PM - 2:00 AM,12:00 PM - 2:00 AM,12:00 PM - 2:00 AM,12:00 PM - 2:00 AM,,,,,,,,,,,,,,,,,,,,
Sonnys Cocktail Joint,sonnys-cocktail-joint-philadelphia,,"1508 South St, Philadelphia, PA 19146",39.943743,-75.167609,http://sonnyscocktailjoint.com,"['Cocktail Bars', 'Burgers', 'Pizza']",$$,,N,N,Rittenhouse Square,5:00 PM - 12:00 AM,,5:00 PM - 12:00 AM,5:00 PM - 1:00 AM,5:00 PM - 1:00 AM,2:00 PM - 1:00 AM,2:00 PM - 12:00 AM,,,,,,,,,,,,,,,,,,,,
Tico's Tacos Tex Mex,ticos-tacos-tex-mex-philadelphia,,"1627 South St, Philadelphia, PA 19146",39.94432,-75.169731,,['Tex-Mex'],$$,,N,N,,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,,,,,,,,,,,,,,,,,,,,,
Southside Pizzeria,southside-pizzeria-philadelphia-34,,"917 S 20th St, Philadelphia, PA 19146",39.94066,-75.17578,http://www.southsidepizza.net,['Pizza'],$$,,N,N,Graduate Hospital,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 11:00 PM,11:00 AM - 11:00 PM,11:00 AM - 10:00 PM,,,,,,,,,,,,,,,,,,,,
Ultimo Coffee,ultimo-coffee-philadelphia,,"2149 Catharine St, Philadelphia, PA 19146",39.94257,-75.179024,http://www.ultimocoffee.com/,['Coffee & Tea'],$$,,N,N,Graduate Hospital,7:00 AM - 6:00 PM,7:00 AM - 6:00 PM,7:00 AM - 6:00 PM,7:00 AM - 6:00 PM,7:00 AM - 6:00 PM,8:00 AM - 6:00 PM,8:00 AM - 6:00 PM,,,,,,,,,,,,,,,,,,,,
The Quick Fixx,the-quick-fixx-philadelphia,,"1511 South St, Philadelphia, PA 19146",39.944064,-75.1676029,,"['Italian', 'Salad', 'Pizza']",$$,,N,N,,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,,,,,,,,,,,,,,,,,,,,
Jet Wine Bar,jet-wine-bar-philadelphia,,"1525 South St, Philadelphia, PA 19146",39.94403,-75.16799,,"['Wine Bars', 'Tapas/Small Plates']",$$,,N,N,,,,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 11:00 PM,3:00 PM - 11:00 PM,,,,,,,,,,,,,,,,,,,,,
My Thai,my-thai-restaurant-philadelphia,,"2200 South St, Philadelphia, PA 19146",39.945201,-75.178723,http://www.mythaiphilly.com,['Thai'],$$,,N,N,Graduate Hospital,4:30 PM - 9:30 PM,,4:30 PM - 9:30 PM,4:30 PM - 9:30 PM,4:30 PM - 10:00 PM,4:30 PM - 10:00 PM,4:30 PM - 9:30 PM,,,,,,,,,,,,,,,,,,,,
Founding Fathers Sports Bar & Grill,founding-fathers-sports-bar-and-grill-philadelphia,,"1612 South St, Philadelphia, PA 19146",39.943928,-75.169266,https://www.foundingfathersbar.com,"['Sports Bars', 'New American']",$$,,N,N,Rittenhouse Square,12:00 PM - 2:00 AM,12:00 PM - 2:00 AM,12:00 PM - 2:00 AM,12:00 PM - 2:00 AM,12:00 PM - 2:00 AM,10:30 AM - 2:00 AM,10:30 AM - 2:00 AM,,,,,,,,,,,,,,,,,,,,
The Tasty,the-tasty-philadelphia-2,,"1401 S 12th St, Philadelphia, PA 19147",39.9323758,-75.1639646,http://www.thetastyphilly.com,"['Coffee & Tea', 'Vegan', 'Breakfast & Brunch']",$$,,N,N,Passyunk Square,,,8:00 AM - 2:00 PM,8:00 AM - 2:00 PM,8:00 AM - 2:00 PM,8:00 AM - 2:00 PM,8:00 AM - 2:00 PM,,,,,,,,,,,,,,,,,,,,
Uncle Gus' Steaks,uncle-gus-steaks-philadelphia,,"1136 Arch St, Philadelphia, PA 19107",39.95321170204977,-75.15909839999999,,['Cheesesteaks'],$$,,N,N,,10:00 AM - 6:00 PM,10:00 AM - 6:00 PM,10:00 AM - 6:00 PM,10:00 AM - 6:00 PM,10:00 AM - 6:00 PM,10:00 AM - 6:00 PM,10:00 AM - 6:00 PM,,,,,,,,,,,,,,,,,,,,
Dutch Eating Place,dutch-eating-place-philadelphia,,"1136 Arch St, Philadelphia, PA 19107",39.9534618208563,-75.1593213068847,,"['Breakfast & Brunch', 'Sandwiches', 'Juice Bars & Smoothies']",$$,,N,N,,8:00 AM - 3:00 PM,8:00 AM - 3:00 PM,8:00 AM - 3:00 PM,8:00 AM - 4:00 PM,8:00 AM - 4:00 PM,8:00 AM - 4:00 PM,,,,,,,,,,,,,,,,,,,,,
Sabrina's Cafe - Art Museum,sabrinas-cafe-art-museum-philadelphia-3,http://sabrinascafe.com/reservations/,"1804 Callowhill St, Philadelphia, PA 19130",39.96023,-75.16872,http://sabrinascafe.com,"['Breakfast & Brunch', 'New American']",$$,,N,N,"Franklintown, Logan Square, Art Museum District, Fairmount, Spring Garden",8:00 AM - 3:00 PM,8:00 AM - 3:00 PM,8:00 AM - 3:00 PM,8:00 AM - 3:00 PM,8:00 AM - 3:00 PM,8:00 AM - 3:00 PM,8:00 AM - 3:00 PM,,,,,,,,,,,,,,,,,,,,
